Ward-Code,Ward-Name,Townsend01,Quintiles
35UDHC,Newsham and New Delaval,3.34,5
35UDHD,Plessey,5.98,5
35UDHE,Seaton Delaval,1.81,4
35UDHF,Seghill,0.85,4
35UDHG,South Beach,-3.59,1
35UDHH,South Newsham,-4.55,1
35UDHJ,Wensleydale,1.80,4
35UEFY,Chevington,4.97,5
35UEFZ,Ellington,-2.62,2
35UEGA,Hartburn,0.13,4
35UEGB,Hebron,-3.09,1
35UEGC,Heddon-on-the-Wall,-2.84,1
35UEGD,Longhorsley,-3.30,1
35UEGE,Lynemouth,4.50,5
35UEGF,Morpeth Central,0.22,4
35UEGG,Morpeth Kirkhill,-1.23,3
35UEGH,Morpeth North,-4.09,1
35UEGJ,Morpeth South,-1.25,3
35UEGK,Morpeth Stobhill,-0.03,4
35UEGL,Pegswood,2.08,4
35UEGM,Ponteland East,-2.90,1
35UEGN,Ponteland North,-1.73,2
35UEGP,Ponteland South,-4.32,1
35UEGQ,Ponteland West,-3.92,1
35UEGR,Stamfordham,-0.21,4
35UEGS,Stannington,-2.17,2
35UEGT,Ulgham,1.25,4
35UFGK,Acomb,-0.03,4
35UFGL,Allendale,-1.03,3
35UFGM,Bellingham,0.81,4
35UFGN,Broomhaugh and Riding,-3.48,1
35UFGP,Chollerton with Whittington,-1.22,3
35UFGQ,Corbridge,-0.25,4
35UFGR,East Tynedale,-0.52,3
35UFGS,Hadrian,-1.67,2
35UFGT,Haltwhistle,1.31,4
35UFGU,Haydon,0.11,4
35UFGW,Hexham Gilesgate,2.64,5
35UFGX,Hexham Hencotes,0.09,4
35UFGY,Hexham Leazes,-3.20,1
35UFGZ,Hexham Priestpopple,1.70,4
35UFHA,Humshaugh and Wall,-1.74,2
35UFHB,Ovingham,-1.26,3
35UFHC,Prudhoe Castle,-1.60,3
35UFHD,Prudhoe North,5.50,5
35UFHE,Prudhoe South,-0.32,3
35UFHF,Prudhoe West,-2.64,1
35UFHG,Redesdale,-0.03,4
35UFHH,Sandhoe with Dilston,-2.73,1
35UFHJ,Slaley and Hexhamshire,-2.77,1
35UFHK,South Tynedale,-1.39,3
35UFHL,Stocksfield with Mickley,-2.72,1
35UFHM,Upper North Tyne,-1.69,2
35UFHN,Wanney,-1.42,3
35UFHP,Warden and Newbrough,-1.31,3
35UFHQ,Wark,-0.86,3
35UFHR,West Tynedale,1.17,4
35UFHS,Wylam,-2.85,1
35UGFS,Bedlington Central,0.00,4
35UGFT,Bedlington East,4.45,5
35UGFU,Bedlington West,0.13,4
35UGFW,Bothal,0.03,4
35UGFX,Central,3.37,5
35UGFY,Choppington,2.69,5
35UGFZ,College,3.24,5
35UGGA,Guide Post,0.82,4
35UGGB,Haydon,-0.55,3
35UGGC,Hirst,6.36,5
35UGGD,Newbiggin East,5.46,5
35UGGE,Newbiggin West,3.71,5
35UGGF,Park,4.03,5
35UGGG,Seaton,1.19,4
35UGGH,Sleekburn,4.33,5
35UGGJ,Stakeford,-0.44,3
36UBGB,Aire Valley with Lothersdale,-2.83,1
36UBGC,Barden Fell,-2.09,2
36UBGD,Bentham,-1.42,3
36UBGE,Cowling,-2.30,2
36UBGF,Embsay-with-Eastby,-2.50,2
36UBGG,Gargrave and Malhamdale,-2.42,2
36UBGH,Glusburn,-2.18,2
36UBGJ,Grassington,-1.96,2
36UBGK,Hellifield and Long Preston,-2.28,2
36UBGL,Ingleton and Clapham,-1.52,3
36UBGM,Penyghent,-2.20,2
36UBGN,Settle and Ribblebanks,-1.17,3
36UBGP,Skipton East,-2.55,2
36UBGQ,Skipton North,-2.50,2
36UBGR,Skipton South,2.77,5
36UBGS,Skipton West,0.42,4
36UBGT,Sutton-in-Craven,-2.19,2
36UBGU,Upper Wharfedale,-3.41,1
36UBGW,West Craven,-2.04,2
36UCGM,Bedale,-1.19,3
36UCGN,Brompton,-0.73,3
36UCGP,Broughton and Greenhow,-3.18,1
36UCGQ,Cowtons,-3.62,1
36UCGR,Crakehall,-1.92,2
36UCGS,Easingwold,-1.41,3
36UCGT,Great Ayton,-1.68,2
36UCGU,Helperby,-2.59,2
36UCGW,Huby and Sutton,-3.24,1
36UCGX,Leeming,-1.66,3
36UCGY,Leeming Bar,-2.68,1
36UCGZ,Morton-on-Swale,-3.05,1
36UCHA,Northallerton Broomfield,-2.40,2
36UCHB,Northallerton Central,1.14,4
36UCHC,Northallerton North,0.24,4
36UCHD,Osmotherley,-3.22,1
36UCHE,Romanby,-2.61,2
36UCHF,Rudby,-3.18,1
36UCHG,Shipton,-2.61,2
36UCHH,Sowerby,-2.01,2
36UCHJ,Stillington,-3.10,1
36UCHK,Stokesley,-1.59,3
36UCHL,Swainby,-2.48,2
36UCHM,Tanfield,-1.82,2
36UCHN,Thirsk,0.40,4
36UCHP,Thorntons,-3.75,1
36UCHQ,Tollerton,-2.97,1
36UCHR,Topcliffe,-1.33,3
36UCHS,White Horse,-2.85,1
36UCHT,Whitestonecliffe,-3.39,1
36UDGL,Bilton,-3.21,1
36UDGM,Bishop Monkton,-3.07,1
36UDGN,Boroughbridge,-2.01,2
36UDGP,Claro,-2.87,1
36UDGQ,Granby,0.93,4
36UDGR,Harlow Moor,-1.92,2
36UDGS,High Harrogate,0.23,4
36UDGT,Hookstone,-2.98,1
36UDGU,Killinghall,-2.89,1
36UDGW,Kirkby Malzeard,-2.30,2
36UDGX,Knaresborough East,-1.73,2
36UDGY,Knaresborough King James,-2.69,1
36UDGZ,Knaresborough Scriven Park,-2.26,2
36UDHA,Low Harrogate,1.20,4
36UDHB,Lower Nidderdale,-2.60,2
36UDHC,Marston Moor,-2.87,1
36UDHD,Mashamshire,-1.08,3
36UDHE,Newby,-2.54,2
36UDHF,New Park,-1.62,3
36UDHG,Nidd Valley,-2.31,2
36UDHH,Ouseburn,-2.90,1
36UDHJ,Pannal,-3.93,1
36UDHK,Pateley Bridge,-1.73,2
36UDHL,Ribston,-2.21,2
36UDHM,Ripon Minster,0.03,4
36UDHN,Ripon Moorside,-0.78,3
36UDHP,Ripon Spa,-1.66,3
36UDHQ,Rossett,-3.60,1
36UDHR,Saltergate,-1.50,3
36UDHS,Spofforth with Lower Wharfedale,-2.43,2
36UDHT,Starbeck,-1.19,3
36UDHU,Stray,-2.33,2
36UDHW,Washburn,-3.28,1
36UDHX,Wathvale,-2.07,2
36UDHY,Woodfield,0.92,4
36UEGD,Addlebrough,-1.77,2
36UEGE,Barton,-2.28,2
36UEGF,Bolton Castle,-1.61,3
36UEGG,Brompton-on-Swale and Scorton,-2.44,2
36UEGH,Catterick,-1.63,3
36UEGJ,Colburn,3.15,5
36UEGK,Croft,-2.63,2
36UEGL,Gilling West,-0.68,3
36UEGM,Hawes and High Abbotside,-0.74,3
36UEGN,Hipswell,2.44,5
36UEGP,Hornby Castle,-2.66,1
36UEGQ,Leyburn,-2.04,2
36UEGR,Lower Wensleydale,-2.09,2
36UEGS,Melsonby,-1.70,2
36UEGT,Middleham,-1.15,3
36UEGU,Middleton Tyas,-3.05,1
36UEGW,Newsham with Eppleby,-2.40,2
36UEGX,Penhill,-2.47,2
36UEGY,Reeth and Arkengarthdale,-1.85,2
36UEGZ,Richmond Central,-0.71,3
36UEHA,Richmond East,-2.90,1
36UEHB,Richmond West,1.50,4
36UEHC,Scotton,-0.12,4
36UEHD,Swaledale,-1.44,3
36UFGF,Amotherby,-1.62,3
36UFGG,Ampleforth,-2.20,2
36UFGH,Cropton,-2.39,2
36UFGJ,Dales,-1.93,2
36UFGK,Derwent,-0.80,3
36UFGL,Helmsley,-0.81,3
36UFGM,Hovingham,-1.88,2
36UFGN,Kirkbymoorside,-1.34,3
36UFGP,Malton,0.33,4
36UFGQ,Norton East,0.94,4
36UFGR,Norton West,-2.08,2
36UFGS,Pickering East,-0.89,3
36UFGT,Pickering West,-0.25,4
36UFGU,Rillington,-0.82,3
36UFGW,Ryedale South West,-1.93,2
36UFGX,Sherburn,-0.68,3
36UFGY,Sheriff Hutton,-2.40,2
36UFGZ,Sinnington,-2.02,2
36UFHA,Thornton Dale,-2.27,2
36UFHB,Wolds,-0.97,3
36UGFZ,Castle,7.42,5
36UGGA,Cayton,-2.68,1
36UGGB,Central,2.06,4
36UGGC,Danby,-2.19,2
36UGGD,Derwent Valley,-2.14,2
36UGGE,Eastfield,5.31,5
36UGGF,Esk Valley,-1.77,2
36UGGG,Falsgrave Park,2.56,5
36UGGH,Filey,0.79,4
36UGGJ,Fylingdales,-1.73,2
36UGGK,Hertford,-1.59,3
36UGGL,Lindhead,-2.24,2
36UGGM,Mayfield,0.40,4
36UGGN,Mulgrave,0.05,4
36UGGP,Newby,-2.14,2
36UGGQ,North Bay,2.89,5
36UGGR,Northstead,0.36,4
36UGGS,Ramshill,4.95,5
36UGGT,Scalby,-3.16,1
36UGGU,Seamer,-2.76,1
36UGGW,Stepney,0.43,4
36UGGX,Streonshalh,3.11,5
36UGGY,Weaponness,-1.11,3
36UGGZ,Whitby West Cliff,2.47,5
36UGHA,Woodlands,4.43,5
36UHGN,Appleton Roebuck,-2.82,1
36UHGP,Barlby,-1.33,3
36UHGQ,Brayton,-2.91,1
36UHGR,Camblesforth,-2.35,2
36UHGS,Cawood with Wistow,-2.67,1
36UHGT,Eggborough,-2.45,2
36UHGU,Fairburn with Brotherton,-1.32,3
36UHGW,Hambleton,-3.15,1
36UHGX,Hemingbrough,-3.06,1
36UHGY,Monk Fryston and South Milford,-2.51,2
36UHGZ,North Duffield,-3.27,1
36UHHA,Riccall with Escrick,-3.20,1
36UHHB,Saxton and Ulleskelf,-2.61,2
36UHHC,Selby North,3.96,5
36UHHD,Selby South,3.58,5
36UHHE,Selby West,-2.83,1
36UHHF,Sherburn in Elmet,-1.12,3
36UHHG,Tadcaster East,-1.34,3
36UHHH,Tadcaster West,-1.88,2
36UHHJ,Whitley,-2.51,2
37UBFR,Hucknall Central,-0.19,4
37UBFS,Hucknall East,2.05,4
37UBFT,Hucknall North,-0.57,3
37UBFU,Hucknall West,-0.45,3
37UBFW,Jacksdale,-0.77,3
37UBFX,Kirkby in Ashfield Central,-0.71,3
37UBFY,Kirkby in Ashfield East,3.93,5
37UBFZ,Kirkby in Ashfield West,1.58,4
37UBGA,Selston,-0.67,3
37UBGB,Sutton in Ashfield Central,2.88,5
37UBGC,Sutton in Ashfield East,2.99,5
37UBGD,Sutton in Ashfield North,0.10,4
37UBGE,Sutton in Ashfield West,0.35,4
37UBGF,Underwood,-2.36,2
37UBGG,Woodhouse,-0.25,4
37UCGE,Beckingham,-2.30,2
37UCGF,Blyth,-2.77,1
37UCGG,Carlton,0.32,4
37UCGH,Clayworth,-1.85,2
37UCGJ,East Markham,-2.35,2
37UCGK,East Retford East,1.35,4
37UCGL,East Retford North,1.24,4
37UCGM,East Retford South,1.82,4
37UCGN,East Retford West,0.71,4
37UCGP,Everton,-1.88,2
37UCGQ,Harworth,1.73,4
37UCGR,Langold,2.39,5
37UCGS,Misterton,-0.66,3
37UCGT,Rampton,-2.25,2
37UCGU,Ranskill,-1.02,3
37UCGW,Sturton,-1.93,2
37UCGX,Sutton,-1.90,2
37UCGY,Tuxford and Trent,-0.58,3
37UCGZ,Welbeck,0.98,4
37UCHA,Worksop East,1.03,4
37UCHB,Worksop North,-1.98,2
37UCHC,Worksop North East,-0.81,3
37UCHD,Worksop North West,1.43,4
37UCHE,Worksop South,-1.99,2
37UCHF,Worksop South East,7.12,5
37UDFY,Attenborough,-3.04,1
37UDFZ,Awsworth,-1.69,2
37UDGA,Beeston Central,3.07,5
37UDGB,Beeston North,2.23,5
37UDGC,Beeston Rylands,0.36,4
37UDGD,Beeston West,0.03,4
37UDGE,Bramcote,-3.07,1
37UDGF,Brinsley,-2.10,2
37UDGG,Chilwell East,-1.62,3
37UDGH,Chilwell West,0.87,4
37UDGJ,Cossall and Kimberley,-1.11,3
37UDGK,Eastwood North and Greasley (Beauvale),-2.40,2
37UDGL,Eastwood South,1.61,4
37UDGM,Greasley (Giltbrook and Newthorpe),-3.57,1
37UDGN,Nuthall East and Strelley,-3.75,1
37UDGP,Nuthall West and Greasley (Watnall),-1.07,3
37UDGQ,Stapleford North,1.26,4
37UDGR,Stapleford South East,-0.62,3
37UDGS,Stapleford South West,-0.32,3
37UDGT,Toton and Chilwell Meadows,-3.68,1
37UDGU,Trowell,-3.17,1
37UEGB,Bestwood Village,-2.89,1
37UEGC,Bonington,-0.11,4
37UEGD,Burton Joyce and Stoke Bardolph,-3.26,1
37UEGE,Calverton,-1.47,3
37UEGF,Carlton,0.01,4
37UEGG,Carlton Hill,-0.43,3
37UEGH,Daybrook,1.63,4
37UEGJ,Gedling,-2.11,2
37UEGK,Killisick,5.93,5
37UEGL,Kingswell,-2.46,2
37UEGM,Lambley,-3.38,1
37UEGN,Mapperley Plains,-3.01,1
37UEGP,Netherfield and Colwick,0.74,4
37UEGQ,Newstead,-0.24,4
37UEGR,Phoenix,-0.97,3
37UEGS,Porchester,-2.22,2
37UEGT,Ravenshead,-4.24,1
37UEGU,St James,-2.01,2
37UEGW,St Marys,-0.56,3
37UEGX,Valley,1.99,4
37UEGY,Woodborough,-2.68,1
37UEGZ,Woodthorpe,-3.57,1
37UFFU,Berry Hill,-3.56,1
37UFFW,Birklands,2.55,5
37UFFX,Broomhill,2.60,5
37UFFY,Cumberlands,4.06,5
37UFFZ,Eakring,0.20,4
37UFGA,Forest Town East,0.08,4
37UFGB,Forest Town West,-2.10,2
37UFGC,Grange Farm,-0.43,3
37UFGD,Ladybrook,3.28,5
37UFGE,Leeming,-1.90,2
37UFGF,Lindhurst,1.05,4
37UFGG,Meden,1.83,4
37UFGH,Oak Tree,1.72,4
37UFGJ,Pleasley Hill,4.26,5
37UFGK,Portland,2.08,4
37UFGL,Priory,0.87,4
37UFGM,Ravensdale,8.67,5
37UFGN,Robin Hood,2.57,5
37UFGP,Sherwood,1.59,4
37UGGH,Balderton North,-1.86,2
37UGGJ,Balderton West,-1.07,3
37UGGK,Beacon,-0.97,3
37UGGL,Bilsthorpe,-0.34,3
37UGGM,Blidworth,0.75,4
37UGGN,Boughton,1.53,4
37UGGP,Bridge,1.32,4
37UGGQ,Castle,1.19,4
37UGGR,Caunton,-1.60,3
37UGGS,Clipstone,2.31,5
37UGGT,Collingham and Meering,-2.16,2
37UGGU,Devon,5.86,5
37UGGW,Edwinstowe,-1.31,3
37UGGX,Farndon,-1.82,2
37UGGY,Farnsfield,-2.71,1
37UGGZ,Lowdham,-2.70,1
37UGHA,Magnus,1.76,4
37UGHB,Muskham,-3.43,1
37UGHC,Ollerton,0.67,4
37UGHD,Rainworth,-0.86,3
37UGHE,Southwell East,-2.12,2
37UGHF,Southwell North,-2.65,1
37UGHG,Southwell West,-2.02,2
37UGHH,Sutton-on-Trent,-2.03,2
37UGHJ,Trent,-3.73,1
37UGHK,Winthorpe,-1.72,2
37UJGG,Abbey,-2.29,2
37UJGH,Bingham East,-2.47,2
37UJGJ,Bingham West,-0.94,3
37UJGK,Compton Acres,-3.61,1
37UJGL,Cotgrave,-0.62,3
37UJGM,Cranmer,-2.73,1
37UJGN,Edwalton Village,-0.46,3
37UJGP,Gamston,-2.90,1
37UJGQ,Gotham,-1.91,2
37UJGR,Keyworth North,-4.64,1
37UJGS,Keyworth South,-1.87,2
37UJGT,Lady Bay,-1.49,3
37UJGU,Leake,-2.55,2
37UJGW,Lutterell,-1.48,3
37UJGX,Manvers,-3.34,1
37UJGY,Melton,-1.49,3
37UJGZ,Musters,-1.79,2
37UJHA,Nevile,-3.57,1
37UJHB,Oak,-2.38,2
37UJHC,Ruddington,-1.02,3
37UJHD,Soar Valley,-1.96,2
37UJHE,Stanford,-3.28,1
37UJHF,Thoroton,-3.10,1
37UJHG,Tollerton,-4.55,1
37UJHH,Trent,-1.75,2
37UJHJ,Trent Bridge,2.94,5
37UJHK,Wiverton,-2.23,2
37UJHL,Wolds,-3.88,1
38UBGJ,Adderbury,-2.70,1
38UBGK,Ambrosden and Chesterton,-2.30,2
38UBGL,Banbury Calthorpe,-1.87,2
38UBGM,Banbury Easington,-1.96,2
38UBGN,Banbury Grimsbury and Castle,1.22,4
38UBGP,Banbury Hardwick,-1.83,2
38UBGQ,Banbury Neithrop,1.89,4
38UBGR,Banbury Ruscote,3.41,5
38UBGS,Bicester East,-1.76,2
38UBGT,Bicester North,-3.68,1
38UBGU,Bicester South,-4.16,1
38UBGW,Bicester Town,0.98,4
38UBGX,Bicester West,-2.18,2
38UBGY,Bloxham and Bodicote,-2.74,1
38UBGZ,Caversfield,-2.91,1
38UBHA,Cropredy,-3.08,1
38UBHB,Deddington,-2.56,2
38UBHC,Fringford,-2.36,2
38UBHD,Hook Norton,-2.79,1
38UBHE,Kidlington North,-2.66,1
38UBHF,Kidlington South,-1.27,3
38UBHG,Kirtlington,-1.44,3
38UBHH,Launton,-2.34,2
38UBHJ,Otmoor,-3.65,1
38UBHK,Sibford,-3.18,1
38UBHL,The Astons and Heyfords,-1.53,3
38UBHM,Wroxton,-3.35,1
38UBHN,Yarnton,-3.09,1
38UCFT,Barton and Sandhills,2.86,5
38UCFU,Blackbird Leys,5.18,5
38UCFW,Carfax,7.35,5
38UCFX,Churchill,3.69,5
38UCFY,Cowley,0.92,4
38UCFZ,Cowley Marsh,2.41,5
38UCGA,Headington,-0.01,4
38UCGB,Headington Hill and Northway,1.36,4
38UCGC,Hinksey Park,3.52,5
38UCGD,Holywell,6.45,5
38UCGE,Iffley Fields,2.80,5
38UCGF,Jericho and Osney,3.37,5
38UCGG,Littlemore,0.22,4
38UCGH,Lye Valley,0.02,4
38UCGJ,Marston,-0.52,3
38UCGK,North,1.96,4
38UCGL,Northfield Brook,3.32,5
38UCGM,Quarry and Risinghurst,-0.63,3
38UCGN,Rose Hill and Iffley,3.30,5
38UCGP,St Clement's,3.41,5
38UCGQ,St Margaret's,2.35,5
38UCGR,St Mary's,4.87,5
38UCGS,Summertown,1.40,4
38UCGT,Wolvercote,-0.68,3
38UDGK,Aston Rowant,-2.52,2
38UDGL,Benson,-1.63,3
38UDGM,Berinsfield,-1.47,3
38UDGN,Brightwell,-2.88,1
38UDGP,Chalgrove,-3.14,1
38UDGQ,Chiltern Woods,-2.48,2
38UDGR,Chinnor,-3.67,1
38UDGS,Cholsey and Wallingford South,-2.18,2
38UDGT,Crowmarsh,-2.38,2
38UDGU,Didcot All Saints,-1.27,3
38UDGW,Didcot Ladygrove,-4.06,1
38UDGX,Didcot Northbourne,-0.41,3
38UDGY,Didcot Park,-0.92,3
38UDGZ,Forest Hill and Holton,-1.79,2
38UDHA,Garsington,-1.92,2
38UDHB,Goring,-2.86,1
38UDHC,Great Milton,-2.34,2
38UDHD,Hagbourne,-2.57,2
38UDHE,Henley North,-0.96,3
38UDHF,Henley South,-1.70,2
38UDHG,Sandford,-2.54,2
38UDHH,Shiplake,-2.90,1
38UDHJ,Sonning Common,-3.07,1
38UDHK,Thame North,-2.83,1
38UDHL,Thame South,-2.06,2
38UDHM,Wallingford North,-0.55,3
38UDHN,Watlington,-1.76,2
38UDHP,Wheatley,-2.45,2
38UDHQ,Woodcote,-2.77,1
38UEGJ,Abingdon Abbey and Barton,-0.64,3
38UEGK,Abingdon Caldecott,1.32,4
38UEGL,Abingdon Dunmore,-3.83,1
38UEGM,Abingdon Fitzharris,-1.63,3
38UEGN,Abingdon Northcourt,-1.23,3
38UEGP,Abingdon Ock Meadow,-1.23,3
38UEGQ,Abingdon Peachcroft,-4.14,1
38UEGR,Appleton and Cumnor,-2.68,1
38UEGS,Blewbury and Upton,-2.08,2
38UEGT,Craven,-1.74,2
38UEGU,Drayton,-2.45,2
38UEGW,Faringdon and The Coxwells,-1.03,3
38UEGX,Greendown,-1.77,2
38UEGY,Grove,-2.53,2
38UEGZ,Hanneys,-2.29,2
38UEHA,Harwell,-2.81,1
38UEHB,Hendreds,-1.47,3
38UEHC,Kennington and South Hinksey,-2.84,1
38UEHD,Kingston Bagpuize with Southmoor,-3.74,1
38UEHE,Longworth,-3.28,1
38UEHF,Marcham and Shippon,-0.92,3
38UEHG,North Hinksey and Wytham,-1.58,3
38UEHH,Radley,-2.17,2
38UEHJ,Shrivenham,-0.88,3
38UEHK,Stanford,-2.81,1
38UEHL,Sunningwell and Wootton,-2.50,2
38UEHM,Sutton Courtenay and Appleford,-1.66,3
38UEHN,Wantage Charlton,-1.22,3
38UEHP,Wantage Segsbury,-1.62,3
38UFGL,Alvescot and Filkins,-2.09,2
38UFGM,Ascott and Shipton,-2.18,2
38UFGN,Bampton and Clanfield,-2.06,2
38UFGP,Brize Norton and Shilton,-3.19,1
38UFGQ,Burford,-1.34,3
38UFGR,Carterton North East,0.95,4
38UFGS,Carterton North West,-1.70,2
38UFGT,Carterton South,-2.23,2
38UFGU,Chadlington and Churchill,-1.35,3
38UFGW,Charlbury and Finstock,-2.09,2
38UFGX,Chipping Norton,-0.92,3
38UFGY,Ducklington,-2.70,1
38UFGZ,Eynsham and Cassington,-2.44,2
38UFHA,Freeland and Hanborough,-3.45,1
38UFHB,Hailey,-3.15,1
38UFHC,Kingham,-2.04,2
38UFHD,Milton-under-Wychwood,-2.64,1
38UFHE,North Leigh,-2.93,1
38UFHF,Standlake,-2.18,2
38UFHG,Stonesfield and Tackley,-2.20,2
38UFHH,The Bartons,-1.96,2
38UFHJ,Witney Central,0.88,4
38UFHK,Witney East,-1.66,3
38UFHL,Witney North,-2.59,2
38UFHM,Witney South,-0.79,3
38UFHN,Witney West,-3.63,1
38UFHP,Woodstock and Bladon,-1.70,2
39UBFX,Albrighton South,-0.53,3
39UBFY,Alveley,-1.95,2
39UBFZ,Bridgnorth Castle,-2.40,2
39UBGA,Bridgnorth East,-1.39,3
39UBGB,Bridgnorth Morfe,-1.48,3
39UBGC,Bridgnorth West,-0.90,3
39UBGD,Broseley East,-1.14,3
39UBGE,Broseley West,-0.76,3
39UBGF,Claverley,-3.26,1
39UBGG,Ditton Priors,-0.99,3
39UBGH,Donington and Albrighton North,-2.36,2
39UBGJ,Glazeley,-1.94,2
39UBGK,Harrington,-0.25,4
39UBGL,Highley,-0.90,3
39UBGM,Morville,-2.40,2
39UBGN,Much Wenlock,-1.31,3
39UBGP,Shifnal Idsall,0.64,4
39UBGQ,Shifnal Manor,-2.13,2
39UBGR,Shifnal Rural,-2.23,2
39UBGS,Stottesdon,-2.67,1
39UBGT,Worfield,-1.75,2
39UCGD,Baschurch,-2.93,1
39UCGE,Clive and Myddle,-2.10,2
39UCGF,Cockshutt,-2.90,1
39UCGG,Dudleston Heath,-1.29,3
39UCGH,Ellesmere and Welshampton,-0.02,4
39UCGJ,Hinstock,-2.25,2
39UCGK,Hodnet,-2.00,2
39UCGL,Hordley,-2.33,2
39UCGM,Market Drayton East,1.46,4
39UCGN,Market Drayton North,-1.55,3
39UCGP,Market Drayton South,-0.56,3
39UCGQ,Prees,-2.64,1
39UCGR,Shavington,-1.46,3
39UCGS,Shawbury,-1.14,3
39UCGT,Sutton,-0.95,3
39UCGU,Wem East,-0.66,3
39UCGW,Wem Rural,-3.52,1
39UCGX,Wem West,-0.94,3
39UCGY,Whitchurch North,0.77,4
39UCGZ,Whitchurch Rural,-2.25,2
39UCHA,Whitchurch South,0.58,4
39UCHB,Whitchurch West,-0.53,3
39UCHC,Whixhall,-3.54,1
39UCHD,Woore,-3.30,1
39UDFR,Cabin Lane,-3.63,1
39UDFS,Cambrian,-0.20,4
39UDFT,Carreg Llwyd,3.42,5
39UDFU,Castle,2.14,4
39UDFW,Gatacre,3.44,5
39UDFX,Gobowen,-0.20,4
39UDFY,Kinnerley,-2.71,1
39UDFZ,Llanyblodwel and Pant,-2.36,2
39UDGA,Maserfield,-1.53,3
39UDGB,Ruyton and West Felton,-1.92,2
39UDGC,St. Martin's,-0.88,3
39UDGD,Sweeney and Trefonen,-1.59,3
39UDGE,Weston Rhyn,-1.01,3
39UDGF,Whittington,-1.27,3
39UEFZ,Bagley,-1.63,3
39UEGA,Battlefield and Heathgates,-0.48,3
39UEGB,Bayston Hill,-3.33,1
39UEGC,Belle Vue,-0.79,3
39UEGD,Bowbrook,-2.08,2
39UEGE,Castlefields and Quarry,2.22,5
39UEGF,Column,-2.57,2
39UEGG,Condover,-2.82,1
39UEGH,Copthorne,-2.78,1
39UEGJ,Hanwood and Longden,-1.51,3
39UEGK,Harlescott,1.41,4
39UEGL,Haughmond and Attingham,-1.02,3
39UEGM,Lawley,-2.50,2
39UEGN,Meole Brace,-1.13,3
39UEGP,Monkmoor,0.71,4
39UEGQ,Montford,-2.69,1
39UEGR,Pimhill,-2.08,2
39UEGS,Porthill,-0.94,3
39UEGT,Rea Valley,-2.19,2
39UEGU,Rowton,-1.75,2
39UEGW,Severn Valley,-1.55,3
39UEGX,Sundorne,0.63,4
39UEGY,Sutton and Reabrook,-2.24,2
39UEGZ,Underdale,0.74,4
39UFGF,Apedale,-2.00,2
39UFGG,Bishop's Castle with Onny Valley,-0.12,4
39UFGH,Bitterley with Stoke St Milborough,-1.78,2
39UFGJ,Bucknell,-1.89,2
39UFGK,Burford,-2.10,2
39UFGL,Caynham with Ashford,-3.30,1
39UFGM,Chirbury,-1.85,2
39UFGN,Church Stretton North,-1.73,2
39UFGP,Church Stretton South,-2.19,2
39UFGQ,Clee,-1.87,2
39UFGR,Cleobury Mortimer,-1.85,2
39UFGS,Clun,-1.54,3
39UFGT,Clun Forest,-2.65,1
39UFGU,Corve Valley,-1.61,3
39UFGW,Kemp Valley,-1.39,3
39UFGX,Ludlow Henley,1.68,4
39UFGY,Ludlow St Laurence's,1.43,4
39UFGZ,Ludlow St Peter's,-1.21,3
39UFHA,Ludlow Sheet with Ludford,-2.25,2
39UFHB,Stokesay,-0.04,4
39UFHC,Upper Corvedale,-2.05,2
39UFHD,Wistanstow with Hopesay,-2.56,2
39UFHE,Worthen,-2.52,2
40UBGK,Ashwick and Ston Easton,-3.08,1
40UBGL,Avalon,-3.17,1
40UBGM,Beacon,-2.77,1
40UBGN,Beckington and Rode,-2.19,2
40UBGP,Chilcompton,-2.64,1
40UBGQ,Coleford,-1.68,2
40UBGR,Creech,-1.32,3
40UBGS,Frome Berkley Down,-2.21,2
40UBGT,Frome Fromefield,-3.40,1
40UBGU,Frome Keyford,0.27,4
40UBGW,Frome Park,-0.61,3
40UBGX,Frome Welshmill,0.89,4
40UBGY,Glastonbury St Benedict's,1.98,4
40UBGZ,Glastonbury St Edmund's,-0.16,4
40UBHA,Glastonbury St John's,-0.52,3
40UBHB,Glastonbury St Mary's,-2.10,2
40UBHC,Knowle,-2.10,2
40UBHD,Mells,-2.60,2
40UBHE,Moor,-2.40,2
40UBHF,Nedge,-2.61,2
40UBHG,Nordinton,-2.59,2
40UBHH,Postlebury,-2.22,2
40UBHJ,Pylcombe,-2.75,1
40UBHK,Rodney and Priddy,-2.77,1
40UBHL,St Cuthbert (Out) North and West,-2.07,2
40UBHM,Shepton East,0.75,4
40UBHN,Shepton West,-1.44,3
40UBHP,Stratton,-0.97,3
40UBHQ,Street North,0.23,4
40UBHR,Street South,-0.95,3
40UBHS,Street West,-4.00,1
40UBHT,Vale,-2.38,2
40UBHU,Wells Central,0.14,4
40UBHW,Wells St Cuthbert's,-0.13,4
40UBHX,Wells St Thomas',-2.06,2
40UCGJ,Axbridge,-1.57,3
40UCGK,Axe Vale,-3.75,1
40UCGL,Berrow,-1.81,2
40UCGM,Brent North,-2.87,1
40UCGN,Bridgwater Bower,-1.73,2
40UCGP,Bridgwater Eastover,0.58,4
40UCGQ,Bridgwater Hamp,2.44,5
40UCGR,Bridgwater Quantock,-0.74,3
40UCGS,Bridgwater Sydenham,2.63,5
40UCGT,Bridgwater Victoria,3.04,5
40UCGU,Burnham North,-1.94,2
40UCGW,Burnham South,-1.08,3
